state_abbv,state_fips,year,website_pollingplace,website_reg_status,website_precinct_ballot,website_absentee_status,website_provisional_status,reg_rej,prov_partic,prov_rej_all,abs_rej_all_ballots,abs_nonret,uocava_rej,uocava_nonret,eavs_completeness,post_election_audit,nonvoter_illness_onyear_pct,nonvoter_illness_offyear_pct,nonvoter_reg_onyear_pct,nonvoter_reg_offyear_pct,online_reg,wait,residual,pct_reg_of_vep_vrs,vep_turnout
"NV","Nevada",2016,1,"1",1,1,"1",.1201519,.0060763,.0040169,.001043,.1559472,.0131785,.1365393,1,1,.12049805,,.04818666,,"1",10.02795,.0018201,.8043569,.5729783
"NV","Nevada",2018,1,"1",1,1,"1",.1137208,.0021104,.001963,.0018145,.1654658,.0143149,.1280832,1,1,,.0792419,,.0163637,"1",12.90956,,.7745912,.4754764
"NY","New York",2008,1,"1",,,"",,,,,,,,0,1,.17072251,,.06192229,,"0",8.54381,.0108864,.8393219,.5963191
"NY","New York",2010,1,"1",0,0,"0",,,,,,.253367,.6026018,.6675814,1,,.1441207,,.0256226,"0",,,.7845532,.3627876
"NY","New York",2012,1,"1",0,0,"0",,.068903,.0181273,,,.1731335,.3083219,.8380723,1,.16882285,,.05321604,,"1",9.53844,.0077084,.825425,.5360214
"NY","New York",2014,1,"1",0,0,"0",.1340325,.0133282,.0055675,.0030428,.2509478,.0809874,.6618779,.9062535,1,,.1385575,,.0241161,"1",4.624884,,.764596,.2897781
"NY","New York",2016,1,"1",0,0,"0",.063343,.0347652,.0154981,.002932,.1884263,.0822269,,.9365531,1,.14650241,,.04676875,,"1",8.627875,.0102782,.8305492,.5681194
"NY","New York",2018,1,"1",0,0,"0",.1309017,.0198084,.0082212,.0053635,.2725475,.1524381,.582826,1,1,,.1428077,,.0325221,"1",6.440816,,.8358262,.4524342
"OH","Ohio",2008,1,"0",,,"",,.0355628,.0068449,.0046072,.0506325,.0490007,.1851302,.974529,0,.15677163,,.08091176,,"0",15.59497,.0130494,.8442057,.6781785
"OH","Ohio",2010,1,"1",0,0,"0",.0231766,.0267432,.0029985,.0035691,.083099,.0555845,.6184102,.9905872,1,,.1228187,,.047225,"0",,,.7908869,.4621417
"OH","Ohio",2012,1,"1",0,0,"0",.0696685,.0369445,.0060936,.0022813,.0641368,.0228531,.2056003,.9921069,1,.13769524,,.08025426,,"0",11.00186,.0091614,.8496608,.6515269
"OH","Ohio",2014,1,"1",0,0,"0",.0534849,.0156393,.0015029,.0033481,.1297322,.0215274,.3439946,.9951113,1,,.1119415,,.030392,".5",2.391106,,.772956,.3620476
"OH","Ohio",2016,1,"1",1,1,"0",.0566396,.0276346,.0040976,.001817,.0621985,.014607,.1940907,1,1,.12379792,,.05618551,,".5",6.320169,.0126781,.8158428,.6290922
"OH","Ohio",2018,1,"1",1,1,"0",.0624294,.0223329,.0026722,.0025355,.0862053,.0208472,.2152756,.99524,1,,.1094199,,.0317005,"1",4.362144,,.8066664,.5087193
"OK","Oklahoma",2008,1,"0",,,"",,.0019102,.0015922,.0013616,.1699076,.0595024,.2772467,.9444444,0,.18444355,,.0941416,,"0",22.38293,,.8108133,.5630492
"OK","Oklahoma",2010,1,"0",0,0,"0",,.0006708,.0005587,.0011586,.0809733,.0831586,.7196204,.9423813,0,,.1554832,,.0521504,"0",,,.7027043,.3869609
"OK","Oklahoma",2012,1,"0",0,0,"0",,.0039549,.0026716,.0014181,.1564268,.0545769,.3106389,.9444444,0,.1740918,,.09773163,,"0",15.88929,.0063333,.7696237,.4915721
"OK","Oklahoma",2014,1,"1",1,1,"1",.0760449,.0019464,.000946,.0008672,.2583625,.0522293,.8284153,1,0,,.1344552,,.0345127,"0",4.016234,,.7403718,.2977914
"OK","Oklahoma",2016,1,"1",1,1,"0",.067791,.0050317,.0036977,.0020232,.170587,.0521507,.3447722,1,0,.15385503,,.07825445,,"0",16.23908,,.7826113,.5237951
"OK","Oklahoma",2018,1,"1",1,1,"1",.0628204,.0027663,.0017664,.002613,.2624474,.0343398,.6977451,.9998575,0,,.1426,,.0203463,".5",7.196114,,.7606827,.4252453
"OR","Oregon",2008,0,"1",,,"",,.0017071,,.0069996,.1366947,,,.6541629,1,.09805038,,.13361974,,"0",,.0094226,.8504665,.6833435
"OR","Oregon",2010,1,"1",0,1,"0",,.0008647,.0000598,.0086861,.2798688,.0768751,.6532674,.9049812,1,,.0467481,,.0941552,"1",,,.8419214,.5389887
"OR","Oregon",2012,1,"1",1,1,"0",,.0009728,.0000412,.0073375,.1704226,.0207677,.3434479,.9388529,1,.11949157,,.13784543,,"1",,.0171584,.8586776,.6434369
"OR","Oregon",2014,1,"1",1,1,"0",,.0000457,6.53e-07,.0066879,.2882461,.0176688,.7394936,.9444444,1,,.0633121,,.0905469,"1",.4556343,,.8415758,.5349874
"OR","Oregon",2016,1,"1",1,1,"0",,.0000663,.0000317,.0085666,.1704226,.019071,.2342014,.9444444,1,.0895839,,.13933808,,"1",.4887287,.0244276,.8863636,.6643434
"OR","Oregon",2018,1,"1",1,1,"0",,.0000272,1.57e-06,,,.0218968,.5174718,.8823529,1,,.0767555,,.0623466,"1",.4557241,,.8851882,.6151023
"PA","Pennsylvania",2008,1,"0",,,"",.3685709,.0054186,.0023927,.00032,.1132009,.0066625,.2062861,.9444652,1,.16668096,,.05822749,,"0",14.49461,.0153798,.8138801,.6419321
"PA","Pennsylvania",2010,1,"1",0,0,"1",.5545776,.0023761,.0009188,.0005849,.1080918,.0185846,.6473984,1,1,,.1322786,,.0312362,"0",,,.763362,.417215
"PA","Pennsylvania",2012,1,"1",0,0,"1",.0276397,.0084722,.0035026,.000319,.1211398,.0188189,.3073439,1,1,.15651499,,.03901308,,"0",9.092713,,.8098683,.5935306
"PA","Pennsylvania",2014,1,"1",0,0,"1",.0461649,.0023563,.000814,.0006715,.0988652,.0197119,.6358365,1,1,,.1305747,,.0269794,"0",1.464287,,.7657499,.3603182
"PA","Pennsylvania",2016,1,"1",0,0,"1",.09419,.0042504,.0015092,.0004072,.0889247,.0272731,.2450305,1,1,.1544196,,.03976578,,"1",11.49782,,.8205137,.6355086
"PA","Pennsylvania",2018,1,"1",0,1,"1",.4125633,.003247,.0013777,.0017229,.0952187,.1129127,.7365437,.9999772,1,,.1334211,,.0293026,"1",5.384352,,.8199865,.5144293
"RI","Rhode Island",2008,1,"1",,,"",,.0015829,.0006363,.000181,.0280802,,.2053333,.5,0,.23239689,,.08160677,,"0",5.235795,.0077025,.8417301,.6226074
"RI","Rhode Island",2010,1,"1",1,1,"1",,.0026504,.0010567,.0003811,.1081912,0,.3588111,.9439893,0,,.181577,,.0446741,"0",,,.8048062,.4489661
"RI","Rhode Island",2012,1,"1",1,1,"1",,.0052193,.0028233,.0007219,.0988747,.0017271,.3321799,.9455113,0,.21198045,,.06445334,,"0",11.67514,.0088438,.8356545,.5801999
"RI","Rhode Island",2014,1,"1",1,1,"1",,.0062514,.0030362,.0013649,.1238387,0,.2692308,.9444444,0,,.1338521,,.0386624,"0",2.535523,,.7921281,.4223694
"RI","Rhode Island",2016,1,"1",1,1,"1",,.00844,.0040805,.0022575,.069342,0,.1950399,.9444444,0,.18508898,,.04371075,,"1",8.298128,.0116132,.8585309,.5904894
"RI","Rhode Island",2018,1,"1",1,1,"1",,.0100344,.0048438,.0019915,.1415538,,,.7647059,1,,.1260464,,.026352,"1",4.73054,,.8513975,.4805119
"SC","South Carolina",2008,0,"1",,,"",,.0049406,.002585,.000559,.0257519,.0308621,.26298,.8796172,0,.2167241,,.07513268,,"0",61.50213,.0105646,.8066244,.5820379
"SC","South Carolina",2010,1,"1",0,1,"1",,,,.000474,.0332898,.0203602,.2731929,.889398,0,,.1761461,,.0595402,"0",,,.7775461,.4033647
"SC","South Carolina",2012,1,"1",0,1,"1",,,,.000328,.0317492,,.2233468,.8180441,0,.21609727,,.0607966,,"1",25.17696,.0087801,.8249078,.5708927
"SC","South Carolina",2014,1,"1",1,1,"1",,.0038158,.0015805,.0004225,.0373182,.0072569,.3211823,.9444444,1,,.1575059,,.0283965,"1",8.403874,,.7948049,.3521205
"SC","South Carolina",2016,1,"1",1,1,"1",,.004753,.0022753,.001368,.0217735,.0061207,.2037596,.8888889,1,.1745697,,.04918834,,"1",18.83706,.0096803,.8330215,.5673478
"SC","South Carolina",2018,1,"1",1,1,"1",,.0031839,.0012893,.0012922,.0929975,.0045784,.2136214,.9407653,1,,.1509566,,.0239194,"1",15.1104,,.8084871,.4520575
"SD","South Dakota",2008,1,"1",,,"",,.000839,,,.0247254,,.1427321,.8119472,0,.07955895,,.07778592,,"0",3.912501,.0141283,.8361611,.6558928
"SD","South Dakota",2010,1,"1",1,1,"0",.0034499,.0002268,.0002106,.00062,,,.2581081,.9694064,0,,.0973362,,.0471965,"0",,,.811803,.538636
"SD","South Dakota",2012,1,"1",1,1,"0",,.0011957,.00093,.0004013,.0215005,.056005,.2179742,.9725954,0,.09250011,,.08560098,,"0",4.274655,.0129012,.8313653,.6014437
"SD","South Dakota",2014,1,"1",1,1,"0",.0006311,.001733,.0011742,.0006119,.0221396,.035533,.2959002,1,0,,.0891181,,.040248,"0",1.934741,,.7525272,.44947
"SD","South Dakota",2016,1,"1",1,1,"0",.0003893,.0010161,,.0009652,.0079744,.0346166,.3014336,.9848165,0,.09996125,,.06240718,,"0",4.749842,.0234884,.8417823,.5846753
"SD","South Dakota",2018,1,"1",1,1,"0",.0003374,.0008189,.0006569,.0009102,.0257209,.0183486,.1229885,.9991283,0,,.1000544,,.0476965,"0",3.181791,,.8008971,.5325405
"TN","Tennessee",2008,1,"1",,,"",,.0016775,.001058,.0009786,,.0537774,.174034,.8842599,0,.17391336,,.10324624,,"0",19.43365,.0065219,.8022472,.5737734
"TN","Tennessee",2010,1,"1",0,0,"0",,.0003967,.0002561,.0001135,.066015,.0387472,.2934063,.9799823,1,,.1629366,,.0495555,"0",,,.7630033,.3465278
"TN","Tennessee",2012,1,"1",0,0,"0",,.0028583,.0022039,.0002476,.0736923,.0590969,.2213037,.9898868,1,.16834518,,.06841523,,"0",13.6949,.0087111,.7862397,.5261003
"TN","Tennessee",2014,1,"1",1,0,"0",.1000298,.0010258,.0005944,.0000856,.1024608,.0365127,.3652381,.9955469,1,,.1419044,,.0389349,"0",6.582538,,.7431226,.2856352
"TN","Tennessee",2016,1,"1",1,0,"0",.0732938,.004592,.0033065,.000233,.0923587,.0419968,.2111828,1,1,.14362681,,.07830131,,"0",10.07612,.0146326,.7851641,.5119066
"TN","Tennessee",2018,1,"1",1,1,"0",.1341886,.0034727,.0023101,.0003771,.0883589,.0507086,.2293515,.9982665,1,,.1520871,,.0336428,"1",9.024212,,.7474205,.4506859
"TX","Texas",2008,0,"1",,,"",.2131805,.0051113,.003938,.0019582,.087005,.0644787,.3066428,.9739842,1,.13463944,,.06953745,,"0",12.03378,,.7947317,.5410514
"TX","Texas",2010,1,"1",0,0,"0",.0697521,.0027964,.0021549,.0006091,.0833179,.0418422,.7475765,.9999651,1,,.1088155,,.0297358,"0",,,.74959,.3216554
"TX","Texas",2012,1,"1",0,0,"0",.0260142,.0063533,.005223,.0005616,.0634162,.0429503,.4736454,.9450474,1,.12941456,,.06497302,,"0",12.43597,,.7708747,.4965065
"TX","Texas",2014,1,"1",0,0,"0",.0553075,.0045092,.0033226,.0011104,.1402608,.0825986,.4637988,.9749324,1,,.0974357,,.0286469,"0",7.244992,,.7280378,.2834161
"TX","Texas",2016,1,"1",0,0,"0",.0542601,.0077392,.0063038,.0009606,.1022708,.0261367,.294544,.9553872,1,.1183734,,.05324501,,".5",10.97925,,.8034688,.5155825
"TX","Texas",2018,1,"1",1,1,"0",.0611648,.0064964,.004892,.001132,.13951,.0718355,.3457153,.9751279,1,,.0943561,,.0269235,".5",10.88633,,.7758031,.4634201
"UT","Utah",2008,1,"0",,,"",,.0452866,.0071467,.0017521,.2500228,.0422491,.3119984,.973514,1,.14134705,,.09332602,,"0",13.73014,.0193732,.7581635,.5711892
"UT","Utah",2010,1,"1",1,1,"1",.0223256,.0298252,.0046305,.001742,.307522,.0218712,.7217687,1,1,,.1208855,,.0326639,"1",,,.739888,.3671213
"UT","Utah",2012,1,"1",1,1,"1",.0332757,.0522787,.0099684,.0019559,.225745,.0157807,.2831068,.9444444,1,.1552075,,.10198568,,"1",10.31847,.0110285,.7678974,.5604429
"UT","Utah",2014,1,"1",1,1,"1",,,,,,,,,1,,.1106737,,.0266537,"1",5.049106,,.6988709,.3022995
"UT","Utah",2016,1,"1",1,1,"1",.0570703,.0308281,.0036597,.0062823,.2910533,.0417854,.4476218,.9997488,1,.12134106,,.08183046,,"1",8.67596,.0076087,.8134146,.5668525
"UT","Utah",2018,1,"1",1,1,"1",.219197,.0481106,.0019122,.0085455,,.0130776,.5952717,.99897,1,,.0744368,,.0303814,"1",7.135953,,.7744952,.5200223
"VA","Virginia",2008,1,"1",,,"",.0522084,.0024944,.0017968,.0017925,.0731891,.0777565,.2994109,.9978397,0,.17687869,,.10059811,,"0",28.68236,.0078868,.8730558,.6755677
"VA","Virginia",2010,1,"1",1,1,"1",.0817944,.0012978,.0009402,.0002809,.0370096,.0793238,.17717,.9456893,0,,.1289763,,.0437593,"0",,,.8318228,.3916428
"VA","Virginia",2012,1,"1",1,1,"1",.024471,.0033006,.0020776,.0005846,.0399651,.017418,.1692877,.997191,0,.1964353,,.07693179,,"0",23.64561,.0108696,.8612301,.669365
"VA","Virginia",2014,1,"1",1,1,"1",.080046,.0012254,.0007632,.000265,.0437613,.0793238,.1749254,1,1,,.1256089,,.0392442,"1",2.697712,,.8356054,.3664995
"VA","Virginia",2016,1,"1",1,1,"0",.0853247,.003278,.0023937,.0007877,.0551317,.0642457,.2048427,.9444444,1,.1685483,,.06501286,,"1",10.4329,.0122884,.8652531,.6611013
"VA","Virginia",2018,1,"1",1,1,"0",.1613905,,,.0006189,.0522414,.0971768,.2751303,.9624531,1,,.1170178,,.0264758,"1",5.906732,,.8744129,.5477038
"VT","Vermont",2008,0,"0",,,"",.0022088,.0001018,8.99e-06,.0037844,.0310253,.0598608,.1551453,.995383,0,.13854671,,.04103221,,"0",2.480046,.0068897,.8342508,.6771029
"VT","Vermont",2010,0,"0",0,0,"0",,.0000511,.000017,.0024534,.0352284,,.3817701,.907802,0,,.1157122,,.0308131,"0",,,.830813,.499425
"VT","Vermont",2012,0,"0",0,0,"0",,.0000652,,,.0434572,.0180965,.2125,.927192,0,.09656254,,.04790612,,"0",1.959669,.0082938,.8266858,.6086181
"VT","Vermont",2014,1,"0",0,0,"0",.0189544,.0000593,.0000198,.0015744,.0334805,.0176391,,.9763107,1,,.0986467,,.031307,"0",1.582367,,.7679332,.388202
"VT","Vermont",2016,1,"1",1,1,"0",.0098526,.0000343,9.36e-06,.001657,.0418637,.0588772,.0408976,1,1,.07328805,,.04464466,,"1",1.914458,.0168504,.8668774,.6366542
"VT","Vermont",2018,1,"1",1,1,"1",.0266878,0,0,.0026864,.0598227,.092296,.1117886,.8852732,1,,.120302,,.0155267,"1",.7053236,,.8497759,.5589754
"WA","Washington",2008,0,"1",,,"",,.0175958,.0037593,.0081961,.134653,.0115889,.2820906,.8869602,1,.06415436,,.10604227,,"1",,.0113,.8419077,.6734219
"WA","Washington",2010,1,"1",1,0,"0",,.0023624,.0005882,.0133568,.2743367,.0130172,.6048741,.965042,1,,.0575594,,.1018375,"1",,,.8272324,.5432788
"WA","Washington",2012,1,"1",1,0,"0",.0116896,.0021307,.0009512,.0093492,.1806237,.0110057,.3665684,1,1,.03453196,,.11444009,,"1",,.0149461,.8401185,.6504631
"WA","Washington",2014,1,"1",1,1,"0",.0085715,.0005595,.000079,.0126027,.451114,.0140068,.7242826,1,1,,.048343,,.0961545,"1",.406409,,.8169056,.4311258
"WA","Washington",2016,1,"1",1,1,".",,.0018371,.0004915,.0090122,.2271248,.0215077,.4261517,.9916472,1,.03416906,,.08854693,,"1",1.473638,.0138085,.8716176,.6476299
"WA","Washington",2018,1,"1",1,1,"0",.0042041,.0005796,.0002694,.0103167,,.0150698,.5635533,1,1,,.0606328,,.0759429,"1",2.604187,,.8551809,.5894154
"WI","Wisconsin",2008,1,"1",,,"",,.0000704,.000039,.000914,.0532762,.0392338,.3104991,.8815994,1,.17287897,,.00817329,,"0",7.936197,.0044887,.8691568,.7273256
"WI","Wisconsin",2010,1,"1",1,1,"1",,.0000293,.0000151,.0013226,.0581792,.1207883,.641403,.8888889,1,,.1109217,,.0163047,"0",,,.8110377,.5206403
"WI","Wisconsin",2012,1,"1",1,1,"1",.001222,.0000446,.000025,.0013365,.0669222,.0706578,.3358462,.9990603,1,.22164091,,.01235712,,"0",8.215319,.0029845,.8777779,.7247142
"WI","Wisconsin",2014,1,"1",1,1,"1",.0017995,.0000223,.0000153,.0006151,.0236232,.0547718,.3756098,1,1,,.1207526,,.0161529,"0",2.691705,,.8183228,.5651133
"WI","Wisconsin",2016,1,"1",1,1,"1",,.0002513,.0002005,.0000949,.1187188,.0070181,.3148288,.9444444,1,.15927273,,.018562,,"1",6.107525,.0092744,.8416695,.694013
"WI","Wisconsin",2018,1,"1",1,1,"1",,.0001733,.0001168,.0009567,.121292,.091161,.3235239,.937614,1,,.1197291,,.0096703,"1",6.090339,,.8288305,.6167786
"WV","West Virginia",2008,1,"1",,,"",,,,,,,,.7684922,1,.22706275,,.04861556,,"0",15.01558,.0316884,.7814252,.511515
"WV","West Virginia",2010,1,"1",0,0,"0",.004614,,.0019609,.0011364,.5156485,,.3326752,.813571,1,,.1675862,,.0328348,"0",,,.7490252,.3670486
"WV","West Virginia",2012,1,"1",0,1,"1",,,,,,.0017847,.2078228,.9601688,1,.22853476,,.04861714,,"0",9.792584,.0213969,.7887503,.4632806
"WV","West Virginia",2014,1,"1",0,1,"1",.0049425,.0068767,.0020006,.000108,.093262,.0251572,.3291139,1,1,,.1780774,,.0348437,"0",3.771747,,.7566219,.3116668
"WV","West Virginia",2016,1,"1",1,1,"1",.0018604,.0045022,.0011019,.0004656,.087421,.0092065,.2346984,.9995461,1,.21788637,,.05175994,,"1",7.294493,.015196,.7749061,.5010111
"WV","West Virginia",2018,1,"1",1,1,"1",.003759,.0083832,.0035759,.0001757,.1426677,.0097222,.1438763,.9966361,1,,.1642776,,.0307472,"1",6.583784,,.7783936,.4249378
"WY","Wyoming",2008,1,"0",,,"",,,,.0008827,.0275452,,.2339181,.8834472,0,.12815282,,.05982095,,"0",5.620379,.0053494,.7828825,.6310446
"WY","Wyoming",2010,1,"0",0,0,"0",,,,.0011267,.0447299,.0338983,.483023,.8937522,1,,.1332978,,.0209434,"0",,,.7250256,.4580802
"WY","Wyoming",2012,1,"0",0,0,"0",,,,.000706,.026823,.0326158,.2848958,.9005393,1,.11532616,,.04179411,,"0",4.516539,.0065417,.7467319,.5929766
"WY","Wyoming",2014,1,"0",0,0,"0",,,,.0014724,.0400125,.0332226,.4646098,.8959528,1,,.113828,,.0193622,"0",2.759438,,.6744344,.393362
"WY","Wyoming",2016,1,"0",0,0,"0",,.0001871,.0001091,.0007172,.032028,.022508,.2211704,.9444444,1,.07836531,,.03310362,,"0",5.730819,.0113568,.7951592,.5973827
"WY","Wyoming",2018,1,"1",0,0,"0",,.0001461,.0000341,.0012179,.0301594,.0603865,.2724077,.9444444,1,,.1003753,,.0225553,"0",2.375983,,.7501949,.4867543
